,reward_0.001,steps_0.001,end_0.001,reward_0.005,steps_0.005,end_0.005,reward_0.01,steps_0.01,end_0.01,reward_0.1,steps_0.1,end_0.1
8575,4998.0,5,0.0,4994.5,12,0.0,4995.0,11,0.0,-263.0,327,1.0
8576,4990.0,21,0.0,4938.0,125,0.0,4695.5,610,0.0,-104.0,9,2.0
8577,-231.5,264,2.0,4932.5,136,0.0,4983.0,35,0.0,-666.0,1133,1.0
8578,4986.5,28,0.0,4950.0,101,0.0,4987.5,26,0.0,-296.0,393,1.0
8579,-104.0,9,2.0,4997.5,6,0.0,4998.0,5,0.0,-114.5,30,1.0
8580,4995.0,11,0.0,4990.5,20,0.0,4996.0,9,0.0,-100.5,2,1.0
8581,4995.5,10,0.0,4999.0,3,0.0,-1000.0,2000,,-1000.0,2000,
8582,-419.0,639,2.0,4987.5,26,0.0,4898.0,205,0.0,-100.5,2,2.0
8583,4988.5,24,0.0,4991.0,19,0.0,4995.0,11,0.0,-103.0,7,2.0
8584,4986.0,29,0.0,-1000.0,2000,,4985.5,30,0.0,-173.0,147,1.0
8585,4998.0,5,0.0,4987.0,27,0.0,4932.5,136,0.0,-108.5,18,1.0
8586,4992.0,17,0.0,5000.0,1,0.0,4989.0,23,0.0,-103.0,7,1.0
8587,4997.0,7,0.0,4985.0,31,0.0,4996.0,9,0.0,-879.0,1559,1.0
8588,-107.5,16,2.0,4978.0,45,0.0,4997.5,6,0.0,-259.0,319,1.0
8589,-103.5,8,2.0,4996.0,9,0.0,4992.0,17,0.0,-104.5,10,1.0
8590,4994.5,12,0.0,4985.0,31,0.0,4986.5,28,0.0,-110.5,22,1.0
8591,4998.0,5,0.0,4992.5,16,0.0,4924.5,152,0.0,-130.5,62,1.0
8592,-243.5,288,1.0,4993.5,14,0.0,4990.0,21,0.0,-891.5,1584,1.0
8593,4998.5,4,0.0,4910.5,180,0.0,4990.5,20,0.0,-101.0,3,1.0
8594,-1000.0,2000,,4984.5,32,0.0,4993.0,15,0.0,-104.5,10,2.0
8595,4990.0,21,0.0,4997.0,7,0.0,4991.5,18,0.0,-102.5,6,1.0
8596,-192.5,186,1.0,4994.5,12,0.0,4990.0,21,0.0,-199.0,199,1.0
8597,4992.5,16,0.0,4996.5,8,0.0,4946.0,109,0.0,-117.0,35,1.0
8598,4985.5,30,0.0,4994.5,12,0.0,4945.0,111,0.0,-125.0,51,1.0
8599,4991.0,19,0.0,4995.0,11,0.0,4990.5,20,0.0,-114.0,29,2.0
8600,-105.0,11,2.0,4997.5,6,0.0,4961.5,78,0.0,-104.0,9,1.0
8601,-102.5,6,1.0,4850.0,301,0.0,4943.5,114,0.0,-111.0,23,1.0
8602,-102.5,6,1.0,4909.0,183,0.0,4998.0,5,0.0,-388.0,577,1.0
8603,4993.5,14,0.0,4999.0,3,0.0,5000.0,1,0.0,-101.5,4,1.0
8604,-110.5,22,1.0,4978.5,44,0.0,4951.0,99,0.0,-177.0,155,1.0
8605,4997.5,6,0.0,4997.5,6,0.0,4981.5,38,0.0,-110.5,22,1.0
8606,4998.0,5,0.0,-106.0,13,2.0,4997.5,6,0.0,-107.0,15,2.0
8607,-1000.0,2000,,4997.5,6,0.0,4998.0,5,0.0,-172.0,145,2.0
8608,-108.5,18,2.0,-104.5,10,2.0,4992.5,16,0.0,-265.5,332,1.0
8609,5000.0,1,0.0,4994.0,13,0.0,4937.0,127,0.0,-117.5,36,1.0
8610,4998.5,4,0.0,4984.0,33,0.0,4999.5,2,0.0,-138.0,77,1.0
8611,-111.0,23,2.0,4989.0,23,0.0,4990.0,21,0.0,-113.0,27,1.0
8612,4996.5,8,0.0,4999.5,2,0.0,4993.0,15,0.0,-128.0,57,2.0
8613,-1000.0,2000,,4998.5,4,0.0,4996.0,9,0.0,-132.0,65,2.0
8614,-228.0,257,2.0,-109.0,19,1.0,4996.0,9,0.0,-104.0,9,1.0
8615,-100.0,1,2.0,4993.5,14,0.0,4887.0,227,0.0,-112.0,25,2.0
8616,4969.5,62,0.0,4952.0,97,0.0,4961.5,78,0.0,-738.5,1278,1.0
8617,-102.5,6,2.0,4995.5,10,0.0,4996.5,8,0.0,-117.0,35,1.0
8618,4995.0,11,0.0,4987.5,26,0.0,4982.5,36,0.0,-101.0,3,1.0
8619,-107.0,15,2.0,4992.5,16,0.0,4977.5,46,0.0,-130.0,61,1.0
8620,-107.0,15,1.0,-384.0,569,1.0,4957.5,86,0.0,-102.0,5,2.0
8621,-102.5,6,1.0,4997.0,7,0.0,4997.5,6,0.0,-116.5,34,1.0
8622,4922.5,156,0.0,4571.0,859,0.0,4998.0,5,0.0,-103.0,7,1.0
8623,-100.0,1,1.0,4926.5,148,0.0,4987.0,27,0.0,-144.0,89,1.0
8624,4999.5,2,0.0,4928.5,144,0.0,4997.5,6,0.0,-241.5,284,1.0
8625,4968.0,65,0.0,4996.0,9,0.0,4999.0,3,0.0,-172.5,146,1.0
8626,-303.5,408,1.0,4906.0,189,0.0,4989.5,22,0.0,-656.0,1113,1.0
8627,4995.0,11,0.0,4916.5,168,0.0,4997.5,6,0.0,-100.5,2,1.0
8628,4986.5,28,0.0,4998.5,4,0.0,4985.5,30,0.0,-124.5,50,1.0
8629,-105.0,11,1.0,4983.5,34,0.0,4999.0,3,0.0,-258.0,317,1.0
8630,4992.5,16,0.0,4988.5,24,0.0,4877.0,247,0.0,-208.0,217,1.0
8631,4941.5,118,0.0,4997.5,6,0.0,4989.5,22,0.0,-419.5,640,1.0
8632,4987.5,26,0.0,4995.5,10,0.0,4976.5,48,0.0,-100.0,1,2.0
8633,4992.0,17,0.0,4998.5,4,0.0,4982.0,37,0.0,-343.5,488,1.0
8634,-105.5,12,2.0,4982.5,36,0.0,4996.5,8,0.0,-1000.0,2000,
8635,5000.0,1,0.0,4982.0,37,0.0,4996.5,8,0.0,-123.0,47,1.0
8636,4990.5,20,0.0,4869.5,262,0.0,4978.0,45,0.0,-232.5,266,2.0
8637,-135.0,71,2.0,4924.5,152,0.0,4995.5,10,0.0,-187.5,176,1.0
8638,4991.5,18,0.0,5000.0,1,0.0,4996.5,8,0.0,-815.0,1431,2.0
8639,4991.0,19,0.0,4997.5,6,0.0,4931.0,139,0.0,-105.0,11,2.0
8640,4991.0,19,0.0,4995.5,10,0.0,4994.5,12,0.0,-985.5,1772,1.0
8641,4991.0,19,0.0,4915.5,170,0.0,4985.0,31,0.0,-145.5,92,1.0
8642,4999.0,3,0.0,4980.5,40,0.0,4985.5,30,0.0,-237.5,276,2.0
8643,4984.0,33,0.0,4988.5,24,0.0,4989.5,22,0.0,-111.0,23,1.0
8644,4985.0,31,0.0,4800.5,400,0.0,4999.0,3,0.0,-102.0,5,2.0
8645,-105.0,11,2.0,4998.0,5,0.0,-1000.0,2000,,-272.0,345,1.0
8646,4998.0,5,0.0,4990.5,20,0.0,4994.0,13,0.0,-133.5,68,2.0
8647,4995.5,10,0.0,4997.0,7,0.0,4997.5,6,0.0,-1000.0,2000,
8648,4982.5,36,0.0,4990.0,21,0.0,4991.5,18,0.0,-306.0,413,1.0
8649,-102.5,6,2.0,4997.5,6,0.0,4981.5,38,0.0,-1000.0,2000,
8650,-178.0,157,2.0,4955.0,91,0.0,4994.5,12,0.0,-134.5,70,1.0
8651,4980.5,40,0.0,4806.0,389,0.0,4835.5,330,0.0,-728.5,1258,1.0
8652,4997.0,7,0.0,4957.0,87,0.0,4993.5,14,0.0,-389.0,579,1.0
8653,-135.0,71,1.0,4872.5,256,0.0,4990.5,20,0.0,-100.5,2,2.0
8654,4988.0,25,0.0,4874.5,252,0.0,4993.0,15,0.0,-188.0,177,1.0
8655,4992.0,17,0.0,4996.5,8,0.0,4994.0,13,0.0,-398.0,597,1.0
8656,-1000.0,2000,,4922.5,156,0.0,4992.0,17,0.0,-177.0,155,2.0
8657,-104.0,9,1.0,4985.0,31,0.0,4996.5,8,0.0,-203.0,207,1.0
8658,4986.5,28,0.0,4995.0,11,0.0,4992.0,17,0.0,-474.5,750,1.0
8659,5000.0,1,0.0,4991.0,19,0.0,4998.0,5,0.0,-101.0,3,2.0
8660,4991.0,19,0.0,4989.0,23,0.0,4992.0,17,0.0,-131.5,64,2.0
8661,4996.0,9,0.0,-1000.0,2000,,4994.5,12,0.0,-118.5,38,1.0
